isbn,num_ratings,avg_rating,title,author,primary_genre,coverImg,book_avg_rating
0679761047,5,7.8,snow country,yasunari kawabata,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028.jpg,3.67
0679762655,5,8.2,thousand cranes,yasunari kawabata,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388205415l/14027.jpg,3.76
0679833692,5,8.0,juniper,monica furlong,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389560125l/248584.jpg,4.17
068482440X,5,8.8,beachcombing for a shipwrecked god,joe coomer,Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348190115l/655569.jpg,3.97
0684839385,5,8.8,on death and dying,elisabeth kübler-ross,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013156l/781844.jpg,4.17
0684843269,5,8.4,for colored girls who have considered suicide when the rainbow is enuf,ntozake shange,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524175075l/58098.jpg,4.3
0380761319,5,8.4,the shadow and the star,laura kinsale (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326249007l/802151.jpg,4.0
0380792923,5,7.0,signal to noise,eric s. nylund (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347807271l/700919.jpg,4.06
0515105198,5,7.6,"to sir, with love",e.r. braithwaite,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348310901l/895163.jpg,4.17
0515138096,5,9.0,mind game,christine feehan (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435236548l/287634.jpg,4.25
0525939210,5,8.6,two or three things i know for sure,dorothy allison,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429840298l/980533.jpg,4.1
0385264763,5,7.4,midaq alley,naguib mahfouz,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388293023l/5499.jpg,3.85
0451410971,5,8.0,the love of a cowboy,anna jeffrey (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436513033l/762810.jpg,3.68
0451450965,5,9.4,a fine and private place,peter s. beagle (goodreads author),Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883034l/76718.jpg,3.99
0451457765,5,9.2,tigana,guy gavriel kay (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348738842l/104089.jpg,4.07
0451457951,5,8.6,transformation,carol berg (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179994l/618196.jpg,3.99
0380710838,5,8.6,fortune's favorites,colleen mccullough,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299311205l/182430.jpg,4.36
0380715732,5,7.0,eight million ways to die,lawrence block (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366669683l/76758.jpg,4.15
0380720477,5,8.0,a stained white radiance,james lee burke,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314479599l/867099.jpg,4.17
0380728222,5,9.0,next of kin: my conversations with chimpanzees,roger fouts,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348810069l/325779.jpg,4.46
068486780X,5,8.0,"between silk and cyanide: a codemaker's war, 1941-1945",leo marks,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747557l/557743.jpg,4.21
0689711735,5,9.2,"alexander and the terrible, horrible, no good, very bad day",judith viorst,Children's,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510014978l/46677.jpg,4.23
0689851324,5,8.6,homecoming,cynthia voigt (goodreads author),Young Adult,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390250078l/12125.jpg,3.94
0714836257,5,8.2,the art book,phaidon press,History,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411210646l/567616.jpg,3.83
0140437509,5,8.4,three men in a boat and three men on the bummel,jerome k. jerome,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884815l/4926.jpg,4.07
0142000329,5,8.4,after you'd gone,maggie o'farrell (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347319717l/675323.jpg,4.0
0142300276,5,8.2,the little white horse,elizabeth goudge,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331061299l/420180.jpg,4.09
0152802177,5,9.6,stellaluna,janell cannon,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1275583521l/786256.jpg,4.24
0394751019,5,8.4,the persian boy,mary renault,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404218341l/67700.jpg,4.18
0394800915,5,8.0,dr. seuss's sleep book,dr. seuss,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371380l/7772.jpg,4.17
0449221032,5,7.6,elephant song,wilbur smith,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403192844l/95242.jpg,3.96
0449908585,5,7.8,the happy isles of oceania: paddling the pacific,paul theroux,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171993786l/130514.jpg,4.0
0553299492,5,9.0,the robots of dawn,isaac asimov,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351030933l/41810.jpg,4.17
055337849X,5,9.2,the brothers k,david james duncan,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403176622l/19534.jpg,4.38
0345440633,5,8.2,dave barry's complete guide to guys,dave barry,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320517351l/113015.jpg,3.92
0345441702,5,7.8,the sicilian,mario puzo,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427584738l/22026.jpg,3.98
0671739719,5,8.6,twin of ice,jude deveraux,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378705696l/322617.jpg,3.97
0671876570,5,8.2,the ship who won,anne mccaffrey,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170597941l/61930.jpg,3.95
0679729917,5,8.8,the best of roald dahl,roald dahl,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165590768l/6330.jpg,4.38
0316284610,5,9.4,the unwanted: a memoir of childhood,kien nguyen,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271451l/281755.jpg,4.28
0553264931,5,8.6,emily's quest,l.m. montgomery,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435606218l/773507.jpg,4.12
0375755195,5,9.0,sailing alone around the room: new and selected poems,billy collins,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403183272l/676.jpg,4.23
0375758739,5,7.2,comfort me with apples: more adventures at the table,ruth reichl (editor),Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339885200l/8725.jpg,4.04
0375828192,5,8.8,lyra's oxford,philip pullman,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524742342l/531197.jpg,3.58
0345315642,5,8.6,the catch trap,marion zimmer bradley,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388423985l/257962.jpg,4.18
0380810336,5,7.4,feeling good: the new mood therapy,david d. burns,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440657672l/46674.jpg,4.03
0743407865,5,7.6,brave new girl,louisa luna (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432221112l/47884.jpg,3.63
0743410513,5,7.2,the unburied,charles palliser,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347358827l/661208.jpg,3.46
0743470389,5,7.0,the snow garden,christopher rice (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347331126l/119030.jpg,3.77
0743477103,5,7.2,macbeth,william shakespeare,Short Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459795224l/8852.jpg,3.9
0761104844,5,8.2,"1,000 places to see before you die",patricia schultz,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387718704l/11525.jpg,3.86
0071381392,5,7.6,the no-cry sleep solution: gentle ways to help your baby sleep through the night,elizabeth pantley (goodreads author),Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347531658l/53611.jpg,3.49
0140061401,5,7.0,july's people,nadine gordimer,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328616249l/111050.jpg,3.53
0425101339,5,8.8,the tracker,tom brown jr.,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390103009l/253272.jpg,4.18
0446610976,5,8.4,raising abel,w. michael gear,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1177191555l/686307.jpg,4.05
0446677167,5,7.6,stormy weather,carl hiaasen (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435608425l/13061.jpg,3.95
0446677949,5,7.4,the fountains of paradise,arthur c. clarke,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265959l/149049.jpg,3.96
0385495323,5,9.2,the code book: the science of secrecy from ancient egypt to quantum cryptography,simon singh,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181687l/17994.jpg,4.28
0385495404,5,8.8,the first american: the life and times of benjamin franklin,h.w. brands,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320438405l/147602.jpg,4.09
0345374266,5,7.4,shadows in bronze,lindsey davis,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391470276l/972533.jpg,4.03
0345376048,5,7.8,the feast of all saints,anne rice,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385216547l/43798.jpg,3.85
0345395379,5,7.6,slow river,nicola griffith (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923585l/270259.jpg,3.85
0345408918,5,7.8,for love of the game,michael shaara,Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320513731l/119264.jpg,3.86
0671203231,5,8.0,why i am not a christian and other essays on religion and related subjects,bertrand russell,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347925703l/472025.jpg,4.02
0671578855,5,8.8,a civil campaign,lois mcmaster bujold (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924032l/61899.jpg,4.42
0671646788,5,8.4,the magic of thinking big,david j. schwartz,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404632064l/759945.jpg,4.24
0671665707,5,7.0,casino,nicholas pileggi,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388952928l/387627.jpg,4.02
0671721755,5,8.0,if i pay thee not in gold,piers anthony,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316337741l/176896.jpg,3.76
0671730568,5,7.4,the nutcracker ballet mystery,carolyn keene,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433822275l/58764.jpg,3.78
0349108854,5,8.4,quite ugly one morning,christopher brookmyre,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316975930l/289169.jpg,3.91
0374423075,5,8.6,finn family moomintroll,tove jansson,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924184l/79549.jpg,4.3
0375411275,5,8.8,pobby and dingan,ben rice,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327997788l/321578.jpg,3.84
0375701230,5,7.0,a death in the family,james agee,Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885315l/113091.jpg,3.91
0553563343,5,7.8,breath of magic,teresa medeiros (goodreads author),Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335852518l/350678.jpg,3.9
0553563505,5,8.4,the hollow man,dan simmons,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921354l/11277.jpg,3.46
055356823X,5,8.0,amanda,kay hooper,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320425750l/627686.jpg,3.9
0553570870,5,8.4,telling christina goodbye,lurlene mcdaniel (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320503965l/127437.jpg,4.17
0553574558,5,7.8,to play the fool,laurie r. king (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386920907l/170226.jpg,3.89
0553581309,5,8.4,biting the sun,tanith lee,Science Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388216522l/373009.jpg,4.24
0553582933,5,8.4,winter moon,dean koontz (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347808490l/268559.jpg,3.84
0553585495,5,8.0,swordspoint,ellen kushner (goodreads author),Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388903158l/68485.jpg,3.79
0439510112,5,8.4,born confused,tanuja desai hidier (goodreads author),Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328868906l/766319.jpg,3.81
0440208289,5,8.2,nobody's angel,karen robards (goodreads author),Historical Fiction,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530748l/629619.jpg,3.86
0394825985,5,8.6,wise child,monica furlong,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433377732l/540489.jpg,4.16
0140171673,5,7.0,the snapper,roddy doyle,Humor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172440463l/176068.jpg,3.93
0140252800,5,7.6,the brimstone wedding,barbara vine,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356139180l/454539.jpg,3.85
0140320970,5,9.6,the twenty-one balloons,william pène du bois,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347453445l/837501.jpg,3.96
0767901266,5,8.8,a hope in the unseen: an american odyssey from the inner city to the ivy league,ron suskind,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245949l/69559.jpg,3.95
0786710829,5,7.4,the snowman's children,glen hirshberg (goodreads author),Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567124502l/773549.jpg,3.51
080213422X,5,7.2,the painted bird,jerzy kosiński,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348130740l/18452.jpg,3.92
0802151825,5,8.8,tropic of capricorn,henry miller,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521304861l/250.jpg,3.78
0810322951,5,8.4,the vampire book: the encyclopedia of the undead,j. gordon melton,Horror,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1185670232l/1597669.jpg,3.92
1571741038,5,8.6,"conversations with god: an uncommon dialogue, book 3",neale donald walsch,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440034217l/15018.jpg,4.19
1571743812,5,7.4,"excuse me, your life is waiting: the astonishing power of feelings",lynn grabhorn,Self Help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429038458l/69947.jpg,4.12
1573228230,5,9.2,sleeping arrangements,laura shaine cunningham,Biography & Memoir,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309285925l/685979.jpg,3.87
0440224012,5,8.0,heartwood,james lee burke,Mystery & Thriller,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314476528l/867101.jpg,4.0
